what,kind,bundleId,bundleVersion,description,time
stopped,bundle,cdac.linkplus.plugins.common,1.0.0.201411270007,"cdac.linkplus.plugins.common",1461499960939
stopped,bundle,com.google.eclipse.elt.view,1.1.2.201411270007,"com.google.eclipse.elt.view",1461499960939
stopped,bundle,com.google.eclipse.elt.emulator,1.1.2.201411270007,"com.google.eclipse.elt.emulator",1461499960939
stopped,bundle,com.google.eclipse.elt.pty,1.1.2.201411270007,"com.google.eclipse.elt.pty",1461499960939
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1461499960939
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1461499960939
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1461499960939
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1461499960942
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1461499960942
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1461499960942
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1461499960943
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1461499960946
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1461499960946
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1461499960946
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1461499960946
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1461499960946
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1461499960946
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1461499960951
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1461499960951
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1461499960951
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1461499960953
stopped,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1461499960953
stopped,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1461499960961
stopped,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1461499960963
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1461499960966
stopped,bundle,org.eclipse.rse.importexport,1.2.300.201205241511,"org.eclipse.rse.importexport",1461499960969
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.300.201205062159,"org.eclipse.rse.subsystems.shells.telnet",1461499960974
stopped,bundle,org.eclipse.rse.shells.ui,3.0.500.201305031537,"org.eclipse.rse.shells.ui",1461499960977
stopped,bundle,org.eclipse.rse.files.ui,3.2.200.201305031537,"org.eclipse.rse.files.ui",1461499960977
stopped,bundle,org.eclipse.rse.processes.ui,3.0.400.201205062159,"org.eclipse.rse.processes.ui",1461499960981
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1461499960982
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1461499960984
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1461499960984
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1461499960984
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1461499960985
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1461499960985
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1461499960985
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1461499960989
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1461499960989
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1461499960993
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1461499960993
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1461499960993
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1461499960993
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1461499960993
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1461499960993
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201102110609,"org.eclipse.cdt.debug.ui.memory.transport",1461499960993
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1461499960994
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1461499961000
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1461499961000
stopped,bundle,org.eclipse.rse.subsystems.files.dstore,2.1.300.201205241511,"org.eclipse.rse.subsystems.files.dstore",1461499961002
stopped,bundle,org.eclipse.rse.subsystems.processes.dstore,2.1.400.201205062159,"org.eclipse.rse.subsystems.processes.dstore",1461499961004
stopped,bundle,org.eclipse.rse.subsystems.shells.dstore,2.1.400.201205062159,"org.eclipse.rse.subsystems.shells.dstore",1461499961005
stopped,bundle,org.eclipse.rse.connectorservice.dstore,3.1.301.201209211856,"org.eclipse.rse.connectorservice.dstore",1461499961008
stopped,bundle,org.eclipse.rse.subsystems.files.local,2.1.300.201205062159,"org.eclipse.rse.subsystems.files.local",1461499961008
stopped,bundle,org.eclipse.rse.subsystems.processes.local,2.1.400.201205062159,"org.eclipse.rse.subsystems.processes.local",1461499961009
stopped,bundle,org.eclipse.rse.subsystems.shells.local,2.1.400.201205062159,"org.eclipse.rse.subsystems.shells.local",1461499961010
stopped,bundle,org.eclipse.rse.connectorservice.local,2.1.400.201205062159,"org.eclipse.rse.connectorservice.local",1461499961010
stopped,bundle,org.eclipse.rse.subsystems.files.ssh,2.1.300.201205062159,"org.eclipse.rse.subsystems.files.ssh",1461499961011
stopped,bundle,org.eclipse.rse.subsystems.shells.ssh,2.1.400.201205062159,"org.eclipse.rse.subsystems.shells.ssh",1461499961013
stopped,bundle,org.eclipse.rse.subsystems.terminals.ssh,1.0.200.201205062159,"org.eclipse.rse.subsystems.terminals.ssh",1461499961015
stopped,bundle,org.eclipse.rse.connectorservice.ssh,2.1.300.201205062159,"org.eclipse.rse.connectorservice.ssh",1461499961017
stopped,bundle,org.eclipse.rse.connectorservice.telnet,1.2.300.201205071750,"org.eclipse.rse.connectorservice.telnet",1461499961019
activated,perspective,cdac.linkplus.plugins.common,,"cdac.linkplus.plugins.LinkPerspective.LinkPlus",1461500957810
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1461500957815
started,bundle,cdac.linkplus.plugins.common,1.0.0.201411270007,"cdac.linkplus.plugins.common",1461500957815
started,bundle,com.google.eclipse.elt.emulator,1.1.2.201411270007,"com.google.eclipse.elt.emulator",1461500957816
started,bundle,com.google.eclipse.elt.pty,1.1.2.201411270007,"com.google.eclipse.elt.pty",1461500957817
started,bundle,com.google.eclipse.elt.view,1.1.2.201411270007,"com.google.eclipse.elt.view",1461500957824
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1461500957824
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1461500957831
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1461500957831
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1461500957831
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1461500957832
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1461500957832
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1461500957832
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1461500957832
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1461500957833
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1461500957833
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1461500957833
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1461500957833
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1461500957834
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1461500957834
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1461500957835
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1461500957841
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1461500957841
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1461500957841
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1461500957841
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1461500957842
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1461500957843
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1461500957843
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1461500957843
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1461500957844
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1461500957844
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1461500957844
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1461500957844
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1461500957844
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1461500957845
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1461500957845
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1461500957845
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1461500957846
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1461500957846
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1461500957846
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1461500957848
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1461500957848
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1461500957849
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1461500957935
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1461500957935
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1461500957936
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1461500957936
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1461500957937
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1461500957938
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1461500957938
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1461500957938
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1461500957938
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1461500957939
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1461500957939
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1461500957939
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1461500957939
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1461500957940
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1461500957940
started,bundle,org.eclipse.rse.connectorservice.local,2.1.400.201205062159,"org.eclipse.rse.connectorservice.local",1461500957940
started,bundle,org.eclipse.rse.core,3.3.100.201305201712,"org.eclipse.rse.core",1461500957940
started,bundle,org.eclipse.rse.files.ui,3.2.200.201305031537,"org.eclipse.rse.files.ui",1461500957941
started,bundle,org.eclipse.rse.services,3.2.200.201211090626,"org.eclipse.rse.services",1461500957945
started,bundle,org.eclipse.rse.services.local,2.1.500.201305211438,"org.eclipse.rse.services.local",1461500957945
started,bundle,org.eclipse.rse.subsystems.files.core,3.3.1.201211140039,"org.eclipse.rse.subsystems.files.core",1461500957945
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.300.201205062159,"org.eclipse.rse.subsystems.files.local",1461500957945
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.300.201205141739,"org.eclipse.rse.subsystems.shells.core",1461500957947
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.400.201205062159,"org.eclipse.rse.subsystems.shells.local",1461500957947
started,bundle,org.eclipse.rse.ui,3.3.100.201305071605,"org.eclipse.rse.ui",1461500957948
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1461500957949
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1461500957949
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1461500957951
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1461500957955
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1461500957956
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1461500957957
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1461500957957
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1461500957957
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1461500957958
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1461500957958
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1461500957959
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1461500957959
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1461500957959
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1461500957960
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1461500957960
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1461500957960
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1461500957960
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1461500957960
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1461500957961
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1461500957961
os,sysinfo,,,"linux",1461500957963
arch,sysinfo,,,"x86",1461500957963
ws,sysinfo,,,"gtk",1461500957963
locale,sysinfo,,,"en_US",1461500957963
processors,sysinfo,,,"1",1461500957963
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1461500957963
java.runtime.version,sysinfo,,,"1.8.0_77-b03",1461500957963
java.specification.name,sysinfo,,,"Java Platform API Specification",1461500957963
java.specification.vendor,sysinfo,,,"Oracle Corporation",1461500957963
java.specification.version,sysinfo,,,"1.8",1461500957963
java.vendor,sysinfo,,,"Oracle Corporation",1461500957963
java.version,sysinfo,,,"1.8.0_77",1461500957963
java.vm.info,sysinfo,,,"mixed mode",1461500957963
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1461500957963
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1461500957963
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1461500957963
java.vm.specification.version,sysinfo,,,"1.8",1461500957963
java.vm.vendor,sysinfo,,,"Oracle Corporation",1461500957963
java.vm.version,sysinfo,,,"25.77-b03",1461500957963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1461500978182
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1461500978335
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1461500978349
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1461500978350
activated,view,com.google.eclipse.elt.view,1.1.2.201411270007,"com.google.eclipse.terminal.local.localTerminalView",1461501013072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1461501014487
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1461501157502
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1461501185991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1461501187637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1461501188341
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1461501189829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1461501210419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1461501229459
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1461501232461
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1461501232487
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1461501236803
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1461501236832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1461501246998
